Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Helsingborg,city,56.0465,12.6945,0.2,0.4,0.3,3.7,4.3,0.4,8.0
Sweden,Västerås,city,59.6099,16.5448,-6.4,-5.5,-6.0,4.4,4.6,0.0,8.0
Sweden,Örebro,city,59.2753,15.2134,-6.4,-5.8,-6.1,4.7,5.0,0.0,8.0
Sweden,Stockholm,major_city,59.3293,18.0686,-6.0,-5.7,-5.9,4.6,4.7,0.0,7.6
Sweden,Malmö,major_city,55.605,13.0038,0.7,0.9,0.8,5.5,5.9,0.1,8.0
Sweden,Gothenburg,major_city,57.7089,11.9746,-4.3,-4.1,-4.2,5.7,6.3,1.3,8.0
Sweden,Linköping,city,58.4108,15.6214,-7.2,-6.6,-6.9,4.5,4.7,0.7,8.0
Sweden,Norrköping,city,58.5877,16.1924,-6.4,-5.8,-6.1,5.2,5.4,0.0,8.0
Sweden,Uppsala,city,59.8586,17.6389,-5.9,-5.0,-5.4,3.9,4.2,0.0,5.0
Sweden,Jönköping,city,57.7826,14.1618,-4.7,-4.2,-4.4,4.7,4.8,0.8,8.0
Sweden,Kiruna,hydro_region,67.8558,20.2253,-8.2,-5.2,-6.7,2.7,3.4,0.0,5.4
Sweden,Luleå,hydro_region,65.5848,22.1547,-12.0,-10.5,-11.4,4.2,4.3,0.0,0.0
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,-0.5,-0.3,-0.4,7.0,7.3,0.1,8.0
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,-2.0,-1.9,-1.9,5.1,5.5,0.0,8.0
Sweden,Östersund,hydro_region,63.1792,14.6357,-27.5,-25.2,-26.5,1.2,1.3,0.0,0.0
Sweden,Gällivare,hydro_region,67.1355,20.667,-9.9,-8.4,-9.2,3.1,3.8,0.0,1.0
Sweden,Umeå,hydro_region,63.8258,20.263,-18.0,-17.6,-17.8,2.2,2.6,0.0,0.0
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,-0.3,-0.1,-0.2,4.9,5.6,0.7,8.0
Sweden,Sundsvall,hydro_region,62.3908,17.3069,-14.5,-13.5,-14.1,3.4,3.7,0.0,0.0
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,-0.5,-0.4,-0.5,3.8,4.3,0.9999999999999999,8.0
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,-0.4,-0.2,-0.3,7.8,8.3,1.4000000000000001,8.0
Sweden,Borlänge,industrial,60.4858,15.4371,-9.9,-7.9,-8.9,2.6,2.9,0.0,7.4
Sweden,Sandviken,industrial,60.616,16.7709,-8.1,-6.1,-7.0,5.0,5.3,0.0,5.2
Sweden,Trollhättan,industrial,58.2837,12.2886,-6.1,-5.7,-5.9,5.5,5.9,3.5000000000000004,8.0
Norway,Oslo,major_city,59.9139,10.7522,-6.7,-6.5,-6.6,5.8,6.2,1.1,8.0
Norway,Stavanger,major_city,58.97,5.7331,0.2,0.3,0.2,2.0,2.8,0.0,8.0
Norway,Bergen,major_city,60.3913,5.3221,0.3,0.6,0.4,0.3,0.4,0.0,8.0
Norway,Trondheim,major_city,63.4305,10.3951,-11.3,-10.1,-10.7,2.0,2.2,0.0,0.6
Norway,Tromsø,hydro_region,69.6492,18.9553,-4.6,-2.5,-3.7,2.1,2.2,0.0,7.4
Norway,Kristiansand,hydro_region,58.1599,8.0182,-6.1,-5.7,-5.9,8.2,8.4,0.2,8.0
Norway,Bodø,hydro_region,67.2804,14.4049,-2.6,-2.4,-2.5,2.9,3.2,0.0,5.0
Norway,Ålesund,hydro_region,62.4722,6.1549,-0.0,0.4,0.2,3.7,4.1,0.0,7.6
Finland,Vaasa,wind_region,63.096,21.6158,-11.4,-9.8,-10.5,3.2,3.4,0.0,2.2
Finland,Helsinki,major_city,60.1699,24.9384,-15.5,-14.4,-15.1,3.7,4.0,0.0,6.0
Finland,Loviisa,nuclear,60.3681,26.3581,-20.5,-18.9,-19.7,2.7,3.2,0.0,2.6
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,-10.2,-9.5,-9.8,1.9,2.6,0.0,7.6
Finland,Espoo,major_city,60.2055,24.6559,-17.0,-15.2,-16.3,2.7,2.9,0.0,6.4
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,-22.2,-19.6,-20.9,1.9,2.2,0.0,1.2
Finland,Tampere,major_city,61.4978,23.761,-23.6,-21.2,-22.5,1.1,1.7,0.0,2.0
Finland,Turku,major_city,60.4518,22.2666,-14.6,-11.9,-13.3,3.4,3.5,0.0,5.0
Finland,Oulu,major_city,65.0121,25.4651,-13.7,-12.5,-13.3,2.2,2.8,0.0,5.2
Denmark,Aalborg,major_city,57.0488,9.9187,-2.0,-1.7,-1.9,6.6,6.7,0.6,8.0
Denmark,Aarhus,major_city,56.1629,10.2039,-0.1,0.1,0.0,6.8,6.9,0.6,8.0
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,1.2,1.2,1.2,5.9,6.5,0.0,8.0
Denmark,Copenhagen,major_city,55.6761,12.5683,0.7,0.9,0.8,4.8,5.1,0.1,8.0
Denmark,Esbjerg,wind_region,55.4669,8.4597,0.8,0.9,0.8,7.5,7.6,0.0,8.0
Denmark,Odense,major_city,55.4038,10.4024,0.8,1.0,0.9,4.7,5.7,0.1,8.0
Denmark,Ringkøbing,wind_region,56.0905,8.244,-0.1,0.2,0.0,7.4,8.0,0.0,8.0
