Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Gothenburg,major_city,57.7089,11.9746,4.6,5.4,5.1,2.5,3.0,0.0,8.0
Sweden,Malmö,major_city,55.605,13.0038,7.0,8.4,7.8,2.2,3.0,1.7000000000000002,8.0
Sweden,Västerås,city,59.6099,16.5448,3.6,5.3,4.5,4.5,5.1,0.0,8.0
Sweden,Uppsala,city,59.8586,17.6389,3.9,5.7,4.9,3.9,4.8,0.0,8.0
Sweden,Örebro,city,59.2753,15.2134,4.0,5.6,4.8,4.4,5.2,0.0,8.0
Sweden,Stockholm,major_city,59.3293,18.0686,5.2,7.0,6.1,4.3,4.7,0.0,8.0
Sweden,Linköping,city,58.4108,15.6214,5.4,6.8,6.0,3.9,4.1,0.0,8.0
Sweden,Helsingborg,city,56.0465,12.6945,5.9,6.8,6.2,2.7,3.3,2.0,8.0
Sweden,Norrköping,city,58.5877,16.1924,5.9,7.5,6.7,4.9,5.5,0.0,8.0
Sweden,Jönköping,city,57.7826,14.1618,5.4,6.5,5.9,3.1,4.2,0.0,8.0
Sweden,Luleå,hydro_region,65.5848,22.1547,-6.9,-4.4,-5.4,0.9,1.1,0.5,7.3
Sweden,Kiruna,hydro_region,67.8558,20.2253,-8.0,-7.7,-7.8,4.9,5.3,0.4,8.0
Sweden,Umeå,hydro_region,63.8258,20.263,-3.9,-2.7,-3.3,1.2,2.1,0.2,7.5
Sweden,Sundsvall,hydro_region,62.3908,17.3069,-2.8,-0.9,-1.7,1.2,1.5,0.0,6.3
Sweden,Östersund,hydro_region,63.1792,14.6357,-3.8,-1.9,-2.8,1.4,1.7,0.0,0.8
Sweden,Gällivare,hydro_region,67.1355,20.667,-8.4,-6.9,-7.6,1.6,1.9,0.2,8.0
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,5.8,9.2,7.2,1.6,2.4,0.6000000000000001,8.0
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,3.0,3.1,3.1,2.6,3.0,0.6,8.0
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,5.1,6.1,5.6,5.7,7.2,0.5,8.0
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,4.9,5.2,5.1,5.5,6.1,0.2,8.0
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,4.1,5.2,4.6,3.1,6.5,0.0,8.0
Sweden,Borlänge,industrial,60.4858,15.4371,0.8,3.9,2.2,1.7,1.9,0.0,5.7
Sweden,Sandviken,industrial,60.616,16.7709,1.7,4.6,3.0,2.7,3.3,0.0,4.0
Sweden,Trollhättan,industrial,58.2837,12.2886,4.2,4.9,4.6,2.4,3.1,0.0,8.0
Norway,Trondheim,major_city,63.4305,10.3951,2.2,5.3,3.5,4.7,6.3,0.8,7.3
Norway,Stavanger,major_city,58.97,5.7331,4.9,6.1,5.3,1.5,2.1,0.0,7.8
Norway,Bodø,hydro_region,67.2804,14.4049,1.1,2.5,1.7,6.1,7.5,2.4000000000000004,7.7
Norway,Kristiansand,hydro_region,58.1599,8.0182,0.5,4.0,2.4,1.7,2.5,0.0,5.8
Norway,Ålesund,hydro_region,62.4722,6.1549,4.9,5.7,5.2,7.8,11.2,1.5000000000000002,5.3
Norway,Bergen,major_city,60.3913,5.3221,2.8,5.3,3.9,2.1,2.7,0.2,6.2
Norway,Tromsø,hydro_region,69.6492,18.9553,-2.7,0.2,-1.7,3.4,4.9,0.0,7.8
Norway,Oslo,major_city,59.9139,10.7522,0.6,2.4,1.4,1.8,2.5,0.0,4.8
Finland,Espoo,major_city,60.2055,24.6559,1.4,1.6,1.5,4.4,5.3,0.0,8.0
Finland,Vaasa,wind_region,63.096,21.6158,-1.0,1.2,0.2,2.6,2.8,0.0,8.0
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,1.4,3.8,2.8,4.3,5.2,0.0,8.0
Finland,Helsinki,major_city,60.1699,24.9384,1.3,1.6,1.4,5.0,5.5,0.0,8.0
Finland,Tampere,major_city,61.4978,23.761,2.3,3.0,2.6,3.6,4.1,0.0,8.0
Finland,Turku,major_city,60.4518,22.2666,2.2,2.6,2.4,3.1,3.7,0.0,8.0
Finland,Oulu,major_city,65.0121,25.4651,-2.4,-1.7,-2.0,1.9,3.6,2.7,8.0
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,-5.6,-5.0,-5.4,2.4,2.9,0.5,8.0
Finland,Loviisa,nuclear,60.3681,26.3581,0.9,1.2,1.0,6.0,6.9,0.1,8.0
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,5.8,6.2,6.0,3.1,4.5,0.0,6.7
Denmark,Odense,major_city,55.4038,10.4024,7.5,8.2,7.9,2.0,2.3,4.699999999999999,8.0
Denmark,Aarhus,major_city,56.1629,10.2039,5.7,6.6,6.1,1.6,2.4,0.5,8.0
Denmark,Aalborg,major_city,57.0488,9.9187,4.6,5.5,5.0,1.7,2.7,0.0,8.0
Denmark,Ringkøbing,wind_region,56.0905,8.244,2.5,3.5,3.1,3.0,3.3,0.5,8.0
Denmark,Esbjerg,wind_region,55.4669,8.4597,5.3,5.7,5.5,3.3,3.6,1.8000000000000003,8.0
Denmark,Copenhagen,major_city,55.6761,12.5683,6.9,8.3,7.5,1.7,2.1,2.5,8.0
